Timestamp (ms),carriageXPosition,pendulumXAngle,xAngleError,xPWMp,xPWMi,xPWMd,xPWMout,xPWM,xPositionError,angleXp,angleXi,angleXd,setAngleXOut,carriageYPosition,pendulumYAngle,yAngleError,yPWMp,yPWMi,yPWMd,yWMout,yPWM,yPositionError,angleYp,angleYi,angleYd,setAngleYOut
636707.867,0.0,-1.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,-1.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636717.873,0.0,-3.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,-2.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636736.953,0.0,2.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,-1.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636746.954,0.0,-2.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,3.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636767.858,0.0,-1.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,1.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636777.87,0.0,0.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,3.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636796.953,0.0,-3.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,1.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636806.955,0.0,-1.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,0.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636827.868,0.0,0.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,0.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
636837.873,0.0,2.0,-35.0,25.86469841003418,0.0,-0.7237094640731812,25.0,0.0,0.0,41.790000915527344,82.15028381347656,9.517070961531454e-20,123.0,0.0,0.0,1617.0,1010.7682495117188,0.0,-0.2534552216529846,1010.0,0.0,0.0,7.484999656677246,16.799898147583008,1.7197092172807805e-18,24.0
