Timestamp (ms),carriageXPosition,pendulumXAngle,xAngleError,xPWMp,xPWMi,xPWMd,xPWMout,xPWM
1155860.188,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155870.189,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155880.19,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155890.191,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155901.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155911.187,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155922.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155932.187,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155942.188,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155952.189,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155963.182,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155973.183,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155983.184,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1155994.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156004.187,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156014.188,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156025.37,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156036.182,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156047.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156058.182,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156068.183,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156078.183,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156088.184,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156099.202,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156109.203,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156120.285,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156131.182,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156141.183,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156151.184,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156161.185,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156171.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156181.187,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156192.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156202.187,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156212.188,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156222.659,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156233.182,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156243.183,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156253.184,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156263.845,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156273.846,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156283.847,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
1156294.186,3249.0,3218.0,-3218.0,-643.6000366210938,-0.0,0.0,-643.0,0.0
