Timestamp (ms),carriageXPosition,pendulumXAngle,xAngleError,xPWMp,xPWMi,xPWMd,xPWMout,xPWM,pendulumYAngle
1232000.1,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232010.118,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232020.411,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232030.411,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232041.1,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232052.1,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232063.1,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232074.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232085.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232096.213,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232107.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232117.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232127.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232138.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232149.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232159.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232170.208,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232180.209,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232190.631,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232201.157,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232212.173,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232222.173,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232232.173,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232243.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232253.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232264.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232274.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232284.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232294.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232304.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232314.907,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232325.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232335.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232346.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232357.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232367.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232377.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232388.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232398.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232409.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232419.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232430.173,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232440.173,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232450.924,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232460.924,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232471.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232481.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232491.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232502.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232513.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232524.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232534.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232545.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232555.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232566.209,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232576.392,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232586.393,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232597.157,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232608.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232619.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232629.476,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232639.477,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232649.784,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232659.785,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232670.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232681.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232691.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232701.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232711.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232721.208,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232732.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232742.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232752.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232763.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232773.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232784.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232795.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232805.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232816.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232826.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232836.909,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232847.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232857.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232867.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232878.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232888.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232898.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232908.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232919.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232929.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232939.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232950.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232960.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232971.221,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232982.157,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1232993.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233003.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233014.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233024.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233034.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233044.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233054.203,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233064.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233074.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233084.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233094.25,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233105.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233116.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233126.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233137.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233147.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233157.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233167.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233178.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233188.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233198.735,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233208.735,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233219.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233230.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233241.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233251.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233262.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233273.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233284.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233295.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233306.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233317.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233328.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233339.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233349.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233360.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233370.335,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233380.336,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233390.337,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233401.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233412.27,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233423.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233433.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233444.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233454.205,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233464.206,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233474.207,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233485.208,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233496.2,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233506.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233517.204,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233528.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233538.201,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233548.202,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233558.938,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
1233568.939,-3438.0,-1892.0,1892.0,454.0799865722656,510.0,0.0,964.0,0.0,-4.0
